Horizon,score,regime,rec_prob
3M,1.8592,expansion,0.1
3M,1.7707,expansion,0.28
3M,1.6489,expansion,0.06
3M,1.6722,expansion,0.1
3M,1.8356,expansion,0.14
3M,1.8126,expansion,0.22
3M,1.8253,expansion,0.2
3M,1.7891,expansion,0.02
3M,1.8039,expansion,0.04
3M,1.8154,expansion,0.0
3M,1.7968,expansion,0.04
3M,1.7905,expansion,0.04
3M,1.8199,expansion,0.02
3M,1.803,expansion,0.04
3M,1.7109,expansion,0.1
3M,1.8115,expansion,0.08
3M,1.8272,expansion,0.1
3M,1.6676,expansion,0.14
3M,1.8007,expansion,0.02
3M,1.8067,expansion,0.0
3M,1.8121,expansion,0.2
3M,1.8407,expansion,0.1
3M,1.8401,expansion,0.16
3M,1.823,expansion,0.06
3M,1.8096,expansion,0.0
3M,1.7911,expansion,0.0
3M,1.7929,expansion,0.02
3M,1.8005,expansion,0.04
3M,1.8227,expansion,0.06
3M,1.8527,expansion,0.12
3M,1.8344,expansion,0.08
3M,1.7738,expansion,0.06
3M,1.4344,expansion,0.06
3M,1.1621,expansion,0.02
3M,1.1007,expansion,0.1
3M,1.733,expansion,0.7
3M,1.6822,expansion,0.82
3M,1.7742,expansion,0.96
3M,2.0679,expansion,0.54
3M,2.0048,expansion,0.6
3M,1.8174,expansion,0.48
3M,1.3008,expansion,0.2
3M,0.8376,expansion,0.34
3M,1.2257,expansion,0.38
3M,1.9398,expansion,0.84
3M,1.8519,expansion,1.4
3M,2.3596,expansion,0.92
3M,1.7025,expansion,0.58
3M,1.6187,expansion,0.74
3M,1.885,expansion,0.76
3M,1.8549,expansion,0.42
3M,1.7631,expansion,0.42
3M,1.7602,expansion,0.14
3M,1.7052,expansion,0.06
3M,1.6857,expansion,0.16
3M,1.8296,expansion,0.14
3M,1.7952,expansion,0.2
3M,1.6701,expansion,0.2
3M,1.8478,expansion,0.02
3M,1.8295,expansion,0.06
3M,1.7964,expansion,0.22
3M,1.7674,expansion,0.1
3M,1.7682,expansion,0.04
3M,1.7367,expansion,0.06
3M,1.8395,expansion,0.1
3M,1.8157,expansion,0.14
3M,1.8024,expansion,0.14
3M,1.8116,expansion,0.04
3M,1.668,expansion,0.02
3M,1.7996,expansion,0.06
3M,1.7995,expansion,0.06
3M,1.8502,expansion,0.28
3M,1.6979,expansion,0.12
3M,1.8364,expansion,0.08
3M,1.7954,expansion,0.0
3M,1.8422,expansion,0.18
3M,1.6608,expansion,0.06
3M,1.6659,expansion,0.08
3M,1.8502,expansion,0.02
3M,1.8059,expansion,0.28
3M,1.7967,expansion,0.24
3M,1.4684,expansion,0.18
3M,1.8997,expansion,0.24
3M,1.8258,expansion,1.0
3M,1.6226,expansion,1.1
3M,1.7804,expansion,0.68
3M,1.7538,expansion,0.7
3M,1.9746,expansion,0.42
3M,1.3191,expansion,0.28
3M,1.0048,expansion,0.38
3M,1.9197,expansion,0.16
3M,1.6077,expansion,1.0
3M,1.865,expansion,1.52
3M,2.8641,expansion,0.4
3M,19.2768,expansion,0.54
6M,1.3454,expansion,
6M,1.1053,expansion,
6M,1.273,expansion,
6M,1.3452,expansion,
6M,1.3452,expansion,0.8
6M,0.0501,expansion,0.5
6M,1.3415,expansion,0.0
6M,1.3199,expansion,0.26
6M,1.334,expansion,0.08
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,1.54
6M,1.2098,expansion,0.02
6M,1.3451,expansion,0.04
6M,1.3451,expansion,0.02
6M,1.3452,expansion,0.0
6M,1.2901,expansion,0.0
6M,1.3141,expansion,0.0
6M,1.3452,expansion,0.14
6M,1.331,expansion,0.0
6M,1.2185,expansion,0.0
6M,1.3144,expansion,0.0
6M,1.3108,expansion,0.06
6M,1.3191,expansion,0.04
6M,1.4538,expansion,0.0
6M,0.6632,expansion,0.02
6M,1.3976,expansion,0.18
6M,26.8078,expansion,0.1
6M,22.543,expansion,0.08
6M,23.3977,expansion,0.14
6M,15.7258,expansion,0.28
6M,7.929,expansion,4.14
6M,6.6342,expansion,6.96
6M,4.4976,expansion,36.56
6M,1.4094,expansion,40.22
6M,5.5224,rare,50.0
6M,2.2178,expansion,39.6
6M,16.5034,expansion,40.06
6M,16.9625,expansion,42.32
6M,18.7345,expansion,39.4
6M,1.3658,expansion,37.62
6M,1.2651,expansion,38.38
6M,0.2798,rare,56.12
6M,1.0503,rare,75.94
6M,1.3454,rare,86.34
6M,1.3315,expansion,32.38
6M,1.2285,expansion,0.0
6M,1.0865,expansion,0.1
6M,1.208,expansion,1.38
6M,1.3452,expansion,0.36
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.04
6M,1.3451,expansion,0.2
6M,1.3451,expansion,0.4
6M,1.3451,expansion,0.16
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3316,expansion,0.0
6M,1.3065,expansion,0.0
6M,1.2513,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.02
6M,1.3451,expansion,0.06
6M,1.3451,expansion,0.12
6M,1.3451,expansion,0.0
6M,1.1936,expansion,0.0
6M,1.1639,expansion,0.0
6M,1.3224,expansion,0.0
6M,1.309,expansion,0.0
6M,1.3065,expansion,0.0
6M,1.2596,expansion,0.0
6M,1.4838,expansion,0.24
6M,1.6558,expansion,0.24
6M,0.9239,expansion,0.08
6M,20.0516,expansion,0.08
6M,18.0864,expansion,0.1
6M,17.6311,expansion,0.22
6M,4.7379,expansion,0.06
6M,11.1953,expansion,0.1
6M,12.0726,expansion,1.02
6M,12.764,expansion,29.88
6M,6.0374,expansion,33.2
6M,1.6569,expansion,28.78
6M,1.1854,expansion,26.04
6M,3.8051,expansion,24.8
6M,1.2704,expansion,24.02
6M,1.627,expansion,34.02
6M,0.083,expansion,44.82
6M,0.6931,rare,77.44
6M,3.0843,rare,82.08
6M,18.5021,rare,92.62
6M,3.3158,rare,99.98
6M,2.1484,rare,100.0
6M,1.457,rare,99.8
6M,1.3502,rare,99.7
6M,1.3136,rare,94.24
6M,1.3352,expansion,15.68
6M,1.3092,expansion,2.26
6M,1.3452,expansion,0.62
6M,1.3451,expansion,0.12
6M,1.3451,expansion,0.0
6M,1.2753,expansion,0.04
6M,1.3461,expansion,0.02
6M,1.3004,expansion,0.06
6M,1.3122,expansion,0.0
6M,1.3358,expansion,0.0
6M,1.3443,expansion,0.0
6M,1.3364,expansion,0.1
6M,1.0753,expansion,0.04
6M,1.3452,expansion,0.1
6M,1.3451,expansion,0.08
6M,0.8476,expansion,0.02
6M,1.3452,expansion,0.02
6M,1.3451,expansion,0.06
6M,1.3451,expansion,0.3
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.2896,expansion,0.5
6M,1.2481,expansion,0.0
6M,1.3332,expansion,0.0
6M,1.3412,expansion,0.0
6M,1.3527,expansion,0.0
6M,0.793,expansion,0.0
6M,11.6948,expansion,0.06
6M,1.3079,expansion,0.12
6M,1.3469,expansion,0.02
6M,1.3494,expansion,0.04
6M,1.2236,expansion,0.02
6M,1.2943,expansion,0.8
6M,1.1109,expansion,13.88
6M,1.3366,expansion,0.06
6M,1.3212,expansion,0.0
6M,1.3452,expansion,0.0
6M,1.3453,expansion,0.14
6M,1.2664,expansion,0.08
6M,0.2638,expansion,0.32
6M,1.2772,expansion,0.02
6M,1.0941,expansion,0.04
6M,21.8373,expansion,0.0
6M,1.2636,expansion,0.0
6M,0.1967,expansion,0.1
6M,11.2386,expansion,1.4
6M,1.8773,expansion,0.7
6M,6.8796,expansion,1.12
6M,7.7508,expansion,31.26
6M,7.1483,expansion,1.18
6M,11.4473,expansion,1.52
6M,26.7564,expansion,2.66
6M,10.2981,expansion,3.22
6M,0.8275,expansion,2.48
6M,1.3359,expansion,2.1
6M,1.879,expansion,2.82
6M,2.0763,expansion,4.44
6M,27.1967,expansion,7.18
6M,6.7543,expansion,42.52
6M,2.8453,rare,87.08
6M,2.2327,rare,99.9
6M,1.3639,rare,99.9
6M,1.2177,rare,89.34
6M,0.2433,expansion,32.28
6M,0.2081,expansion,0.42
6M,0.6173,expansion,0.06
6M,0.5139,expansion,0.04
6M,0.8551,expansion,0.04
6M,0.9351,expansion,0.38
6M,2.2751,expansion,2.38
6M,29.3303,expansion,2.04
6M,10.9428,expansion,1.16
6M,0.4601,expansion,1.0
6M,3.9767,expansion,0.88
6M,8.7198,expansion,1.0
6M,25.7942,expansion,2.96
6M,23.8981,expansion,44.92
6M,10.13,rare,81.36
6M,6.9677,rare,93.6
6M,2.323,rare,96.26
6M,4.3465,rare,96.12
6M,9.5411,rare,93.88
6M,3.6878,expansion,10.86
6M,3.7768,rare,60.84
6M,15.2004,rare,73.04
6M,16.3361,rare,76.56
6M,8.7162,rare,80.36
6M,1.7947,rare,80.66
6M,0.4603,rare,79.24
6M,1.277,rare,76.1
6M,1.3451,rare,72.88
6M,1.3451,expansion,39.46
6M,1.3451,expansion,15.14
6M,1.3451,expansion,0.58
6M,1.283,expansion,1.66
6M,1.3451,expansion,0.16
6M,1.3294,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.1
6M,1.327,expansion,0.0
6M,1.3451,expansion,0.02
6M,1.3294,expansion,0.0
6M,1.3452,expansion,0.0
6M,1.3021,expansion,0.0
6M,1.3023,expansion,0.0
6M,1.3155,expansion,0.02
6M,1.3343,expansion,0.0
6M,1.3609,expansion,0.02
6M,1.2501,expansion,0.0
6M,1.2281,expansion,0.1
6M,1.3487,expansion,0.1
6M,1.3572,expansion,0.1
6M,1.3061,expansion,0.12
6M,1.3637,expansion,0.04
6M,1.1096,expansion,0.2
6M,1.1804,expansion,0.2
6M,1.3425,expansion,0.06
6M,1.3468,expansion,0.04
6M,1.2026,expansion,0.12
6M,1.3746,expansion,0.04
6M,1.3659,expansion,0.38
6M,1.3655,expansion,0.26
6M,1.2846,expansion,0.02
6M,1.2029,expansion,0.0
6M,1.2642,expansion,0.18
6M,1.3206,expansion,0.06
6M,1.1816,expansion,0.02
6M,1.3461,expansion,0.08
6M,1.2987,expansion,0.32
6M,1.3728,expansion,0.24
6M,1.2643,expansion,0.12
6M,1.3663,expansion,0.06
6M,1.3745,expansion,0.2
6M,0.8328,expansion,0.0
6M,1.3384,expansion,0.08
6M,1.3319,expansion,0.02
6M,1.3456,expansion,0.14
6M,1.3283,expansion,0.06
6M,1.3451,expansion,0.04
6M,1.3451,expansion,0.66
6M,1.3285,expansion,0.02
6M,1.3331,expansion,0.02
6M,1.3452,expansion,0.0
6M,1.3346,expansion,0.02
6M,1.3342,expansion,0.0
6M,1.1655,expansion,0.0
6M,1.345,expansion,0.02
6M,1.3555,expansion,0.02
6M,1.3315,expansion,0.0
6M,1.312,expansion,0.02
6M,1.3465,expansion,0.02
6M,1.307,expansion,0.22
6M,1.3128,expansion,0.02
6M,1.2802,expansion,0.02
6M,1.3455,expansion,0.06
6M,1.3306,expansion,0.12
6M,1.3381,expansion,0.04
6M,1.2519,expansion,0.06
6M,0.823,expansion,0.06
6M,1.0632,expansion,0.08
6M,0.9593,expansion,0.0
6M,0.8104,expansion,0.02
6M,0.9526,expansion,0.02
6M,0.9756,expansion,0.16
6M,1.2427,expansion,0.62
6M,1.0613,expansion,0.6
6M,1.2348,expansion,0.9
6M,1.3603,expansion,1.18
6M,1.3833,expansion,0.7
6M,1.2084,expansion,0.78
6M,1.3877,expansion,0.22
6M,1.3223,expansion,0.4
6M,0.8161,expansion,0.26
6M,0.5553,expansion,0.12
6M,0.4351,expansion,0.12
6M,6.393,expansion,0.28
6M,11.1499,expansion,0.1
6M,26.0425,expansion,0.2
6M,26.9183,expansion,0.82
6M,2.2674,expansion,1.38
6M,9.6112,expansion,2.3
6M,2.9869,expansion,10.22
6M,0.9137,expansion,19.36
6M,2.108,expansion,37.06
6M,1.5744,rare,59.46
6M,2.336,rare,63.32
6M,2.277,rare,62.14
6M,1.2504,rare,60.06
6M,1.1743,rare,52.74
6M,1.2961,expansion,35.1
6M,1.1094,expansion,4.28
6M,1.147,expansion,0.76
6M,1.1623,expansion,0.24
6M,1.2731,expansion,0.36
6M,1.3246,expansion,0.4
6M,1.3196,expansion,0.2
6M,1.3348,expansion,0.4
6M,1.3375,expansion,0.42
6M,1.3408,expansion,0.44
6M,1.3725,expansion,0.24
6M,1.1466,expansion,0.04
6M,1.2875,expansion,0.04
6M,1.2409,expansion,0.02
6M,1.313,expansion,0.02
6M,1.3453,expansion,0.04
6M,1.2976,expansion,0.04
6M,1.3473,expansion,0.3
6M,0.8998,expansion,0.08
6M,1.3305,expansion,0.14
6M,1.2098,expansion,0.04
6M,1.2689,expansion,0.0
6M,1.317,expansion,0.06
6M,1.2908,expansion,0.04
6M,1.312,expansion,0.48
6M,1.3453,expansion,0.02
6M,1.3266,expansion,0.16
6M,1.3452,expansion,0.1
6M,1.3451,expansion,0.04
6M,1.3066,expansion,0.06
6M,1.3451,expansion,0.04
6M,1.3451,expansion,0.0
6M,1.3063,expansion,0.02
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.04
6M,1.3287,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.04
6M,1.3452,expansion,0.0
6M,1.3353,expansion,0.0
6M,1.1391,expansion,0.0
6M,1.2732,expansion,0.02
6M,1.2345,expansion,0.0
6M,1.3088,expansion,0.0
6M,1.3335,expansion,0.0
6M,1.2636,expansion,0.02
6M,1.3477,expansion,0.26
6M,1.3242,expansion,0.12
6M,1.3034,expansion,0.18
6M,1.3223,expansion,0.08
6M,1.2875,expansion,0.06
6M,1.0247,expansion,0.1
6M,1.3491,expansion,0.0
6M,1.2523,expansion,0.06
6M,1.3452,expansion,0.1
6M,1.3452,expansion,0.06
6M,1.3452,expansion,0.14
6M,1.2883,expansion,0.38
6M,1.3311,expansion,0.02
6M,1.3451,expansion,0.1
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3272,expansion,0.0
6M,1.3451,expansion,0.06
6M,1.3451,expansion,0.02
6M,1.3451,expansion,0.0
6M,1.2903,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.02
6M,1.3264,expansion,0.0
6M,1.328,expansion,0.0
6M,1.3451,expansion,0.0
6M,1.3451,expansion,0.06
6M,1.3451,expansion,0.0
6M,1.3105,expansion,0.0
6M,1.333,expansion,0.02
6M,1.3452,expansion,0.02
6M,1.3135,expansion,0.0
6M,1.3225,expansion,0.0
6M,1.3444,expansion,0.0
6M,0.9902,expansion,0.04
6M,0.9369,expansion,0.02
6M,1.346,expansion,0.0
6M,1.3368,expansion,0.04
6M,1.3423,expansion,0.04
6M,1.3517,expansion,0.02
6M,1.3455,expansion,0.42
6M,1.3122,expansion,0.48
6M,1.3428,expansion,0.0
6M,1.3299,expansion,0.02
6M,1.326,expansion,0.04
6M,1.3249,expansion,0.06
6M,1.3531,expansion,0.04
6M,1.3456,expansion,0.06
6M,1.3121,expansion,0.02
6M,1.2628,expansion,0.04
6M,1.3426,expansion,0.06
6M,1.3415,expansion,0.04
6M,1.337,expansion,0.04
6M,1.2963,expansion,0.02
6M,1.3299,expansion,0.06
6M,1.3455,expansion,0.12
6M,1.336,expansion,0.02
6M,1.1499,expansion,0.02
6M,1.0705,expansion,0.02
6M,1.0647,expansion,0.08
6M,1.0395,expansion,0.02
6M,0.9179,expansion,0.0
6M,0.0254,expansion,0.02
6M,0.4024,expansion,0.32
6M,4.2157,expansion,0.52
6M,5.6396,expansion,0.54
6M,14.9913,expansion,0.74
6M,3.137,expansion,0.9
6M,3.0179,expansion,3.18
6M,3.0819,expansion,4.36
6M,2.3905,expansion,8.2
6M,3.4306,expansion,16.14
6M,0.6453,expansion,20.76
6M,8.0554,expansion,26.28
6M,2.3715,expansion,31.34
6M,3.7029,expansion,30.76
6M,0.3305,expansion,31.2
6M,1.3082,expansion,29.86
6M,1.263,expansion,28.52
6M,1.5468,expansion,28.34
6M,1.2952,expansion,21.14
6M,1.2671,expansion,16.74
6M,1.314,expansion,7.0
6M,1.1789,expansion,2.38
6M,1.6655,expansion,1.42
6M,1.0783,expansion,0.54
6M,1.1059,expansion,0.34
6M,1.2253,expansion,0.18
6M,1.3231,expansion,0.2
6M,1.2434,expansion,0.56
6M,1.3823,expansion,0.48
6M,4.2147,expansion,0.42
6M,11.7556,expansion,0.38
6M,2.4901,expansion,0.28
6M,1.8782,expansion,0.72
6M,1.2869,expansion,0.5
6M,1.3275,expansion,0.94
6M,1.3452,expansion,0.74
6M,1.3453,expansion,0.5
6M,1.318,expansion,0.16
6M,1.2525,expansion,0.1
6M,1.3016,expansion,0.08
6M,1.3186,expansion,0.02
6M,1.3453,expansion,0.0
6M,1.3313,expansion,0.0
6M,1.3337,expansion,0.04
6M,0.559,expansion,0.22
6M,1.3558,expansion,0.14
6M,1.2941,expansion,0.04
6M,1.346,expansion,0.0
6M,1.3455,expansion,0.02
6M,1.1683,expansion,0.04
6M,1.3334,expansion,0.84
6M,1.3462,expansion,0.02
6M,1.3318,expansion,0.06
6M,1.1586,expansion,0.0
6M,1.3117,expansion,0.0
6M,1.3137,expansion,0.2
6M,1.3955,expansion,0.02
6M,1.0471,expansion,0.0
6M,0.032,expansion,0.04
6M,7.9201,expansion,0.24
6M,1.3311,expansion,0.1
6M,1.3486,expansion,0.1
6M,1.3494,expansion,0.1
6M,1.3215,expansion,0.54
6M,1.2919,expansion,1.72
6M,1.3729,expansion,9.94
6M,1.1958,expansion,0.06
6M,1.217,expansion,0.0
6M,1.2792,expansion,0.0
6M,1.2505,expansion,0.04
6M,1.3478,expansion,0.08
6M,1.3338,expansion,0.06
6M,1.3579,expansion,0.26
6M,1.3584,expansion,0.2
6M,1.3668,expansion,0.18
6M,1.265,expansion,0.16
6M,1.3343,expansion,0.06
6M,1.3612,expansion,0.06
6M,1.3588,expansion,0.04
6M,1.2593,expansion,0.02
6M,1.1887,expansion,0.02
6M,1.1235,expansion,0.18
6M,1.1129,expansion,0.06
6M,1.0322,expansion,0.08
6M,0.4196,expansion,0.08
6M,0.1031,expansion,0.22
6M,3.2513,expansion,0.32
6M,1.5282,expansion,0.52
6M,16.0742,expansion,0.4
6M,3.0029,expansion,0.58
6M,1.2252,expansion,1.3
6M,2.3261,expansion,2.1
6M,3.8196,expansion,7.04
6M,0.7266,expansion,19.24
6M,0.7331,expansion,44.78
6M,0.075,rare,62.42
6M,7.5769,rare,75.42
6M,0.5674,rare,81.6
6M,3.4696,rare,86.8
6M,3.5791,rare,95.56
6M,2.8305,rare,99.7
6M,0.9037,rare,99.96
6M,0.1465,rare,90.32
6M,10.4659,rare,99.84
6M,26.3172,rare,100.0
6M,9.0714,rare,100.0
6M,3.1535,rare,99.88
6M,1.2083,rare,99.92
6M,1.1613,rare,97.9
6M,1.327,rare,89.46
6M,1.3905,rare,65.8
6M,1.3514,expansion,3.24
6M,1.3071,expansion,0.82
6M,1.3455,expansion,0.46
6M,1.3294,expansion,0.36
6M,1.3457,expansion,0.14
6M,0.9651,expansion,0.12
6M,1.3549,expansion,0.08
6M,1.3326,expansion,0.06
6M,1.3028,expansion,0.0
6M,1.344,expansion,0.02
6M,1.3154,expansion,0.0
6M,1.3463,expansion,0.54
6M,1.3345,expansion,0.16
6M,1.2632,expansion,0.06
6M,1.3571,expansion,0.1
6M,1.2929,expansion,0.02
6M,1.2658,expansion,0.04
6M,1.3609,expansion,0.0
6M,1.3474,expansion,0.02
6M,1.2959,expansion,0.12
6M,1.2765,expansion,0.02
6M,1.3704,expansion,0.16
6M,1.2892,expansion,0.12
6M,1.3459,expansion,0.02
6M,1.3456,expansion,0.04
6M,1.2979,expansion,0.08
6M,1.2199,expansion,0.12
6M,1.3194,expansion,0.04
6M,1.2938,expansion,0.08
6M,1.2958,expansion,0.0
6M,1.2333,expansion,0.0
6M,1.2346,expansion,0.1
6M,1.3526,expansion,0.28
6M,1.3351,expansion,0.06
6M,1.3463,expansion,0.1
6M,1.3141,expansion,0.14
6M,1.3276,expansion,0.22
6M,1.3397,expansion,0.2
6M,1.3317,expansion,0.02
6M,1.2841,expansion,0.04
6M,1.3523,expansion,0.0
6M,1.3521,expansion,0.04
6M,1.3233,expansion,0.04
6M,1.3324,expansion,0.02
6M,1.3461,expansion,0.04
6M,1.1907,expansion,0.1
6M,1.2832,expansion,0.08
6M,1.2435,expansion,0.1
6M,1.3055,expansion,0.14
6M,1.3457,expansion,0.02
6M,1.3458,expansion,0.0
6M,1.3421,expansion,0.2
6M,1.3204,expansion,0.1
6M,1.352,expansion,0.16
6M,1.351,expansion,0.06
6M,1.3308,expansion,0.0
6M,1.3304,expansion,0.0
6M,1.3209,expansion,0.02
6M,1.3495,expansion,0.04
6M,1.2907,expansion,0.06
6M,0.9365,expansion,0.12
6M,0.7529,expansion,0.08
6M,0.8605,expansion,0.06
6M,1.0624,expansion,0.06
6M,0.9762,expansion,0.02
6M,1.1045,expansion,0.1
6M,1.4363,expansion,0.7
6M,1.4152,expansion,0.82
6M,1.8676,expansion,0.96
6M,3.2216,expansion,0.54
6M,1.8426,expansion,0.6
6M,0.8284,expansion,0.48
6M,1.356,expansion,0.2
6M,0.8837,expansion,0.34
6M,0.868,expansion,0.38
6M,1.3912,expansion,0.84
6M,1.5553,expansion,1.4
6M,1.4537,expansion,0.92
6M,1.398,expansion,0.58
6M,1.2847,expansion,0.74
6M,1.2939,expansion,0.76
6M,1.3048,expansion,0.42
6M,1.292,expansion,0.42
6M,1.3705,expansion,0.14
6M,1.3496,expansion,0.06
6M,1.1941,expansion,0.16
6M,1.3633,expansion,0.14
6M,1.3581,expansion,0.2
6M,1.3493,expansion,0.2
6M,1.3545,expansion,0.02
6M,1.2759,expansion,0.06
6M,1.3048,expansion,0.22
6M,1.4178,expansion,0.1
6M,1.3448,expansion,0.04
6M,1.3357,expansion,0.06
6M,1.3227,expansion,0.1
6M,1.2003,expansion,0.14
6M,1.3399,expansion,0.14
6M,1.3065,expansion,0.04
6M,1.3506,expansion,0.02
6M,1.2301,expansion,0.06
6M,1.3718,expansion,0.06
6M,1.3597,expansion,0.28
6M,1.379,expansion,0.12
6M,1.2003,expansion,0.08
6M,1.2473,expansion,0.0
6M,1.3251,expansion,0.18
6M,1.344,expansion,0.06
6M,0.8335,expansion,0.08
6M,1.3239,expansion,0.02
6M,1.0714,expansion,0.28
6M,1.1261,expansion,0.24
6M,1.2989,expansion,0.18
6M,1.6121,expansion,0.24
6M,1.6976,expansion,1.0
6M,1.5504,expansion,1.1
6M,1.2596,expansion,0.68
6M,1.4651,expansion,0.7
6M,1.5263,expansion,0.42
6M,1.441,expansion,0.28
6M,1.951,expansion,0.38
6M,1.7422,expansion,0.16
6M,23.5915,expansion,1.0
6M,24.0255,expansion,1.52
6M,3.457,expansion,0.4
6M,1.9687,expansion,0.54
