disag_std_Current,disag_range_Current,disag_maxpair_Current,disag_std_1M,disag_range_1M,disag_maxpair_1M,disag_std_3M,disag_range_3M,disag_maxpair_3M,disag_std_6M,disag_range_6M,disag_maxpair_6M
0.0019267196015219042,0.004252872913339849,0.004252872913339849,0.00339619936099589,0.007244439978883713,0.007244439978883713,0.004407323023230415,0.009353635725352655,0.009353635725352655,9.350158926814939e-06,2.2781445519775674e-05,2.2781445519775674e-05
0.0004732805803480438,0.0010069174522349753,0.0010069174522349753,0.0027261854175389577,0.005786293126029846,0.005786293126029846,0.004408630999471977,0.009354013953947703,0.009354013953947703,0.0037220534526629843,0.00806074827964945,0.00806074827964945
0.0002714135012369857,0.0005772817766739943,0.0005772817766739943,0.002198231478444805,0.004665821942406187,0.004665821942406187,0.004408443930958735,0.009354526403714,0.009354526403714,0.013021113234824327,0.02780792731080251,0.02780792731080251
0.0002094362711656879,0.00044538785683531147,0.00044538785683531147,0.0018053350264919147,0.003833003636300941,0.003833003636300941,0.0044052417158015195,0.00935335178351494,0.00935335178351494,0.016307718233276605,0.03496206052800932,0.03496206052800932
0.0001828884676743138,0.0003883922975944361,0.0003883922975944361,0.0018050828275134234,0.00383256177012765,0.00383256177012765,0.004799975325672028,0.010949052223477973,0.010949052223477973,1.7474032062055656e-05,3.795600227493605e-05,3.795600227493605e-05
0.00018313658041705066,0.0003890488721746521,0.0003890488721746521,0.0018041081018274473,0.003830561165192013,0.003830561165192013,0.013267312595314664,0.032170395062655274,0.032170395062655274,6.396148196615448e-06,1.5522070327592943e-05,1.5522070327592943e-05
0.0001830883215896197,0.000388652959295471,0.000388652959295471,0.0013370999221611801,0.0031984676705644316,0.0031984676705644316,0.014117172296953551,0.03422587689174969,0.03422587689174969,5.050517066064414e-06,1.20017777443953e-05,1.20017777443953e-05
0.001753907407757962,0.003946653886476159,0.003946653886476159,0.0061234327382402014,0.013119300163687944,0.013119300163687944,0.004405507409287392,0.009350283584734661,0.009350283584734661,3.005026604145324e-06,6.505955435472548e-06,6.505955435472548e-06
0.0012157262170263178,0.002919769277041507,0.002919769277041507,0.012233836659483941,0.029965702675002114,0.029965702675002114,0.004408319766252993,0.009352819111066633,0.009352819111066633,2.0892133998868967e-06,4.803773363872065e-06,4.803773363872065e-06
0.007207127972730561,0.015428178321788014,0.015428178321788014,0.004653621093524982,0.009909303137130504,0.009909303137130504,0.004407948935081606,0.00935310581406058,0.00935310581406058,3.4474224056906106e-06,7.98692212886785e-06,7.98692212886785e-06
0.0005557248355010208,0.0011901522475667589,0.0011901522475667589,0.002272314250245875,0.004825452983710639,0.004825452983710639,0.00440906735342577,0.00935456285351624,0.00935456285351624,3.574470853454716e-05,8.026154699207404e-05,8.026154699207404e-05
0.0001823756589959723,0.00038801754555943,0.00038801754555943,0.0022731192620531367,0.004825553656761373,0.004825553656761373,0.005010603462252109,0.01063176929909668,0.01063176929909668,0.050419834106566364,0.11322196555677257,0.11322196555677257
0.0001830622292626828,0.00038939260136210195,0.00038939260136210195,0.002272730418669374,0.0048249695774942635,0.0048249695774942635,0.0050092375171473975,0.010630890513023019,0.010630890513023019,0.030664275265994533,0.06533893643035525,0.06533893643035525
0.00018311245926735757,0.00038916682831968095,0.00038916682831968095,0.001528942648955043,0.0032459002776841555,0.0032459002776841555,0.005588022241184576,0.011891229058442391,0.011891229058442391,0.031533381166705364,0.07414705927577564,0.07414705927577564
0.000282217526237399,0.000599202589976553,0.000599202589976553,0.001617945222244448,0.0034364227777441453,0.0034364227777441453,0.03187420912878878,0.07297516149620573,0.07297516149620573,0.02341735086029713,0.05409562710890356,0.05409562710890356
0.0003256817105773655,0.0006936789819848646,0.0006936789819848646,0.0016151549110813583,0.0034368544893730625,0.0034368544893730625,0.11937031053932966,0.2565488772430867,0.2565488772430867,0.03236614559388071,0.07646984158359535,0.07646984158359535
0.0017230748980584906,0.003689417216810761,0.003689417216810761,0.03434143629936156,0.07934449770802818,0.07934449770802818,0.016307918069319506,0.03609905092227544,0.03609905092227544,0.061022441892184455,0.13297235400756535,0.13297235400756535
0.015426474051864968,0.03592010917876732,0.03592010917876732,0.020601567800032295,0.049573116849336345,0.049573116849336345,0.009674231876965513,0.022263876798533103,0.022263876798533103,0.09262836742376396,0.21619716225828992,0.21619716225828992
